Team within selected timeframe,League Name,Season,defense,possession,creativity,progression,crossing,explosive,attacking,setpiece,gkbuildup,excitement,Cluster,x,y,Distance to KIF 25-26
Chengdu Rongcheng - Chinese Super League 2025,Chinese Super League,2025,-0.098471816,0.863879753,1.23903371,0.253571858,1.790644588,-0.779100772,2.048323454,1.026811344,-0.559228135,0.947594254,23,88.28299,-35.424488,120.1847998
Chengdu Rongcheng - Chinese Super League 2026,Chinese Super League,2026,-0.123790073,1.011326838,0.619814646,-0.077601264,1.215891186,-1.008504499,1.457425365,0.554288976,0.575669371,0.554846794,134,57.67576,8.196006,66.9267964
Chengdu Rongcheng II - China League Two 2025,China League Two,2025,0.044476875,0.32272146,-0.207860376,-0.036100497,-0.659691034,-0.370932647,-0.129355544,-0.260764333,-0.070910075,-0.099195436,156,-11.990108,26.261322,45.30538863
Chengdu Rongcheng II - China League Two 2026,China League Two,2026,-0.168852142,0.655396241,-1.438650775,-0.10772015,-1.234654191,-0.790379282,-1.700306092,-1.632970827,0.18453968,-0.960520484,74,-59.904285,46.835205,78.07319787
Chennaiyin FC - Indian Super League 22-23,Indian Super League,22-23,-0.564697843,-0.066389646,1.19369867,-0.03088145,1.230799629,0.342066429,0.235894407,-0.40417655,-0.535310852,0.262781746,199,19.843401,-24.01691,85.28562947
Chennaiyin FC - Indian Super League 23-24,Indian Super League,23-24,0.202857871,-0.717035574,0.368371328,-0.675365931,0.956103013,0.528165071,-0.237167864,0.320128871,-1.418956996,-0.008822096,142,-19.528025,-65.87597,132.1907469
Chennaiyin FC - Indian Super League 24-25,Indian Super League,24-25,-0.367908696,-1.250815207,0.089833151,-0.953050769,0.45136233,-0.36791235,-0.141140199,0.522873827,-1.569431408,-0.289758425,140,-40.048107,-41.421455,117.3449363
Cheonan City - K League 2 2023,K League 2,2023,-0.515526753,0.140881449,-0.241499483,-0.876915841,-1.596919036,-0.099259211,-1.327031511,-0.21555594,-0.164097119,-0.781861756,22,-76.26539,27.30151,99.08327753
Cheonan City - K League 2 2024,K League 2,2024,-0.152178616,0.487749491,-0.419860255,-0.511806665,-0.601429252,-0.783219188,-1.060856267,-1.451945037,-0.598546571,-0.499278254,74,-53.381493,38.748085,73.72163701
Cheonan City - K League 2 2025,K League 2,2025,-0.532050249,0.612170967,-0.754243997,-1.186340089,-0.949966734,-1.171558012,-0.818577007,-0.790218367,-0.178923991,-0.862181033,34,-62.160713,44.345367,80.77517799
Cheonan City - K League 2 2026,K League 2,2026,0.384729832,0.272349342,-0.603254168,-0.439577438,0.449654039,-1.464537331,-0.354169442,-1.292166774,-0.114216136,-0.512511969,151,-40.178898,38.87977,61.23118742
Cheonan City - K3 League 2022,K3 League,2022,0.914192626,0.259640644,0.108928172,-0.33078485,-0.374455391,-0.38024105,-0.443762884,-0.124191701,-0.406058951,-0.141307406,157,-10.225224,-6.9668794,73.35530733
Chernihiv - Ukrainian Persha Liga 22-23,Ukrainian Persha Liga,22-23,1.724526678,0.125440443,-0.711330345,-0.043809277,-0.394051662,0.346673452,-0.899607458,0.56598155,-0.358702551,-0.214213473,187,-34.872005,-10.31122,88.25815788
Chernihiv - Ukrainian Persha Liga 23-24,Ukrainian Persha Liga,23-24,1.032619702,-0.01358154,-0.410763115,0.061607708,-0.569595449,0.1516822,-1.090992157,-0.082539025,0.853878326,-0.490726278,185,-13.04526,-0.7994099,68.83731564
Chernihiv - Ukrainian Persha Liga 25-26,Ukrainian Persha Liga,25-26,0.451851536,0.793035472,0.052446033,0.845341062,0.575043899,-1.049519549,0.042951251,-0.463142762,1.1005453,0.140284521,121,17.83341,61.89929,1.211629415
Cherno More - Bulgarian First League 22-23,Bulgarian First League,22-23,0.446115988,0.219432583,0.482805474,0.420945996,0.080574285,1.51390476,-0.406351922,-0.178147588,-0.573711752,0.303817683,180,21.190186,-14.879821,76.22003331
Cherno More - Bulgarian First League 23-24,Bulgarian First League,23-24,0.18677073,0.529237936,0.77280463,-0.118986761,0.478093625,0.719788539,0.551478962,0.089773653,0.030130146,0.490416075,14,38.095932,-9.744833,74.07757359
Cherno More - Bulgarian First League 24-25,Bulgarian First League,24-25,-0.03323323,0.406192778,-0.445176179,0.681673232,1.129783188,-0.67546334,-0.101078782,-0.062828049,0.202683492,-0.125752322,31,29.102753,9.866402,52.7947123
Cherno More - Bulgarian First League 25-26,Bulgarian First League,25-26,0.458929946,0.399135616,-0.653535027,0.186621674,0.135149961,-0.65280279,-0.336604379,0.176774203,0.423074452,-0.15560584,8,-10.097813,25.829365,44.46862946
Chernomorets - Russian First League 23-24,Russian First League,23-24,0.629485613,0.540053346,-0.435057545,0.232493451,-0.554478355,-0.177425074,-0.461552151,-0.451657485,0.04326856,0.016675599,185,-2.6244717,21.821304,43.93752914
Chesham United - English National League North South 24-25,English National League North South,24-25,-0.218645478,-1.805202429,-0.59645704,-0.62434966,-0.154138175,-1.266912333,0.012155002,0.690602797,-2.230402691,-0.560174768,11,-45.711586,-62.043556,138.2195853
Chesham United - English National League North South 25-26,English National League North South,25-26,0.030987432,-0.882517441,-0.425277464,0.140958815,-0.562057722,-1.288136101,0.245778274,0.476271344,-1.705699273,-0.162622847,130,-45.143707,-52.924255,129.8808226
Cheshunt - English National League North South 22-23,English National League North South,22-23,0.392321038,-2.679867142,-0.804591477,-0.879591726,-1.25442999,-0.824660648,-1.006597156,-0.766502278,-2.636374834,-0.914614723,146,-54.69622,-66.47493,146.3602119
Cheshunt - English Non-League Premier Division - Step 7 24-25,English Non-League Premier Div,ision,0.253278917,-2.157771958,-0.62340504,-0.668798914,-0.998636903,-0.599126053,-0.265472045,-0.375694386,-1.313618051,-0.357428409,46,-63.95156,-42.27194,131.2853003
Cheshunt - English Non-League Premier Division - Step 7 25-26,English Non-League Premier Div,ision,-0.097823006,-1.79995522,-1.203978718,-0.33596796,-0.663595376,-1.01246015,-0.897782153,-0.154703114,-0.833282787,-0.836101852,46,-61.369625,-48.929058,135.083343
Chester - English National League North South 22-23,English National League North South,22-23,0.112157925,-1.036907715,-0.106279656,0.14292098,0.531801492,0.474222968,-0.238940997,0.413164396,-1.376081121,-0.141632879,142,-20.542276,-68.49561,134.9885653
Chester - English National League North South 23-24,English National League North South,23-24,0.142821056,-0.59509716,-0.292677181,0.661056001,0.876014498,0.370513847,0.25874035,0.283297762,-0.939725611,0.196780885,170,17.088383,-58.560707,119.7765553
Chester - English National League North South 24-25,English National League North South,24-25,-0.357139419,-0.743750336,-0.046998478,0.615562399,1.096828468,-0.273043294,0.654055145,1.679860366,-1.405365362,0.126146654,149,26.551338,-65.38778,126.9757985
Chester - English National League North South 25-26,English National League North South,25-26,-0.177234934,-1.077942569,-0.416151404,0.43186298,0.410599579,-0.494875143,0.115040157,0.280433954,-1.454931045,-0.13661526,130,-33.078537,-56.66907,128.0154812
Chesterfield - English National League 22-23,English National League,22-23,-0.217544734,0.218216614,1.449182848,1.201829265,1.295802611,1.724090458,2.015685218,0.890548524,-0.005363423,1.44035139,41,81.83174,-12.71415,98.43995862
Chesterfield - English National League 23-24,English National League,23-24,-0.337409843,1.282727708,1.016946823,1.429033398,0.747325095,0.896675647,1.280591609,0.265201641,1.111926361,1.088866903,39,74.38742,-0.7762946,84.59012793
Chesterfield - League Two 24-25,League Two,24-25,-0.192101272,0.996675348,-0.1260028,1.315615682,0.454588075,0.271598686,0.389011823,0.281277516,0.906168838,0.444453704,15,45.555744,27.349453,44.40612041
Chesterfield - League Two 25-26,League Two,25-26,0.026861071,0.452671674,-0.213787051,1.276948883,0.902229282,-0.922596695,0.005512594,0.417776677,-0.32872926,0.096815509,48,28.809422,11.850637,50.79693901
Chiangmai - Thai League 2 22-23,Thai League 2,22-23,-0.080883268,-0.378647335,0.546888941,-0.708422107,-0.045817834,-0.123708233,0.207220975,1.005232093,-0.755681353,-0.057941979,1,6.9959855,-46.183327,107.8484748
Chiangmai - Thai League 2 23-24,Thai League 2,23-24,-0.025452088,0.181051826,0.370387795,-0.638222015,0.163655642,-1.039718852,-0.173738044,-0.299237651,-0.146170891,-0.262743271,157,-4.778561,30.28878,37.7297151
Chiangmai United - Thai League 2 22-23,Thai League 2,22-23,0.375466974,-0.441421401,0.098210987,-0.959980227,0.640629578,-0.581033542,-0.293688991,2.006606527,-1.133478725,-0.372462432,51,-17.087343,-58.9433,124.8549272
Chiangmai United - Thai League 2 23-24,Thai League 2,23-24,0.330243446,-0.427986887,-0.244562443,-0.777500651,-0.003901717,-0.822299569,-0.391608401,-0.023306748,-1.116508703,-0.458190003,140,-37.818783,-34.523937,110.2401231
Chiangmai United - Thai League 2 24-25,Thai League 2,24-25,-0.438676765,0.146923684,-0.009463215,-0.126146225,0.121377215,-0.940595173,-0.405466214,-0.120954104,-0.582948167,-0.375581678,4,-27.38672,24.362345,57.56348527
Chiangmai United - Thai League 2 25-26,Thai League 2,25-26,-0.59211467,-0.853342439,-0.363162189,-1.379723191,-0.847193971,-1.520787816,-0.544522744,-0.15969621,-1.332788893,-0.845238708,126,-74.57279,-4.795867,112.7499494
Chiangrai United - Thai League 1 22-23,Thai League 1,22-23,0.351392332,-0.236297537,0.402593589,-1.753166721,-0.965239633,-0.602266204,-0.68227418,-0.373185943,-0.82311436,-0.466194453,13,-53.528984,-22.21732,109.1415299
Chiangrai United - Thai League 1 23-24,Thai League 1,23-24,0.085919049,0.057966121,-0.650903842,-1.909772188,-0.984576735,-1.000303302,-1.043235633,-0.795456634,-0.274487032,-0.793094187,92,-67.33926,32.391018,88.97102801
Chiangrai United - Thai League 1 24-25,Thai League 1,24-25,-0.673341249,-0.274821374,-0.588453305,-1.855557468,-0.93204055,-1.210361001,-0.912624137,-0.785819564,-0.358635505,-1.148901173,193,-77.4854,41.06409,96.44721242
Chiangrai United - Thai League 1 25-26,Thai League 1,25-26,-0.207347835,-0.87136282,-0.486330451,-1.616792475,-0.76632319,-1.185767412,-0.517559505,-0.016443425,-1.128635472,-0.750459162,21,-74.61477,-4.9240103,112.8590316
Chicago Fire - MLS 2022,MLS,2022,0.115228122,0.663377561,0.634215254,-0.320553023,0.146471163,0.199085208,0.096890191,-0.030316692,-0.41220108,0.201304486,154,14.248527,-26.411594,87.66527896
Chicago Fire - MLS 2023,MLS,2023,-0.179510547,0.571893724,0.25593897,-0.787838231,-0.127311873,-0.063330749,-0.543000033,-0.755933257,-0.132604274,-0.13833494,154,-11.579933,-2.614487,69.86829365
Chicago Fire - MLS 2024,MLS,2024,-0.698769793,1.314672035,0.110232589,-0.443735843,0.074546008,-0.21773821,-0.033625611,-0.628949429,0.296805388,-0.149169026,86,-5.7334085,56.446438,23.06496946
Chicago Fire - MLS 2025,MLS,2025,-0.693741351,1.308018676,0.427157554,-0.496447856,-1.559246339,-0.527892155,0.28435401,-0.74614654,1.256146346,0.075873274,110,7.093017,66.74551,11.20043308
Chicago Fire - MLS 2026,MLS,2026,0.081045193,1.262427917,0.72307611,-0.336504452,-0.912217701,-0.911358583,1.4086443,-0.657344868,1.147399646,0.657790008,110,28.176598,65.80322,12.23605409
Chicago Fire II - MLS Next Pro 2022,MLS Next Pro,2022,0.098887685,0.74606748,1.449817934,0.136181059,-0.648393578,0.911280088,0.507268466,0.04734301,1.037044092,0.735296243,114,54.048923,38.09075,43.81522173
Chicago Fire II - MLS Next Pro 2023,MLS Next Pro,2023,0.310022802,0.815073592,1.525294736,0.392959028,0.274836057,0.589268946,1.066974919,0.498161855,0.512501064,0.913552155,101,60.507652,-4.922567,79.2572954
Chicago Fire II - MLS Next Pro 2024,MLS Next Pro,2024,-0.042662439,0.755749877,0.123010007,0.15616699,-1.044808219,0.539426546,0.563647115,-0.970144601,0.926996905,0.442993678,50,23.558792,66.30531,8.434459585
Chicago Fire II - MLS Next Pro 2025,MLS Next Pro,2025,-0.69932153,1.30562249,0.211705372,0.016200091,-1.290516392,-0.073316007,0.402789146,-0.574246317,0.902214556,0.359471084,110,6.2790074,66.496,11.80136255
Chicago Fire II - MLS Next Pro 2026,MLS Next Pro,2026,-1.183655992,1.18277476,-0.064776666,-0.339402792,-1.329953794,-0.233246986,0.49130986,0.272448898,0.859104401,-0.027423622,110,7.207923,65.362755,10.48062399
Chicago Maroons - NCAA D3 2024,NCAA D3,2024,-0.129601858,0.524821757,0.255265922,2.174649614,-0.538828702,0.386498964,0.811887306,0.444824655,0.975676944,0.550802567,189,68.57387,26.842087,62.11796774
Chicago Maroons - NCAA D3 2025,NCAA D3,2025,0.437533004,-0.101808755,-0.180983284,0.834458794,0.553079857,-0.060692243,0.319237383,0.958163084,0.221829738,0.432245515,95,27.897438,-22.39547,84.339944
Chicago State Cougars - NCAA D1 2024,NCAA D1,2024,-1.336074453,-0.229130592,-0.944663384,0.331781747,-0.263808467,0.052710382,-0.812988502,-1.740820392,0.590767207,-0.797014893,151,-27.05824,71.73781,45.13500627
Chicago State Cougars - NCAA D1 2025,NCAA D1,2025,-1.340906189,-1.040003512,-2.141254014,-1.067281424,-2.082323646,-1.537925331,-2.289036151,-1.053141689,-0.327573825,-1.98856719,54,-95.97971,11.983337,123.0875638
Chichester City - English Non-League Premier Division - Step 7 24-25,English Non-League Premier Div,ision,-0.584965005,-0.434324849,-0.377282284,-0.04815599,-1.481997634,-1.190289812,-0.251025144,-0.799628752,0.681226332,-0.411689924,34,-37.902946,62.6563,54.75502247
Chichester City - English Non-League Premier Division - Step 7 25-26,English Non-League Premier Div,ision,-0.902640574,-0.035637024,-0.363160891,0.505426554,-0.751943292,-1.13093276,0.174019107,-0.977775985,0.312402799,-0.228906341,156,0.19337901,58.32948,16.88817586
Chieri - Serie D  Girone A 24-25,Serie D  Girone A,24-25,0.643498732,-1.399712398,-0.952476585,-0.292794884,-0.736447994,-0.470026991,-0.681814528,-0.842570147,-0.230249331,-0.538956864,5,-61.44057,-4.911159,102.4671437
Chieti - Serie D  Girone F 24-25,Serie D  Girone F,24-25,0.206651048,-0.465020591,-0.274859066,0.402376983,1.691698339,-0.418118621,0.030204928,0.21330745,0.488387354,-0.144268232,173,-7.75023,-21.228256,86.03096252
Chieti - Serie D  Girone F 25-26,Serie D  Girone F,25-26,-0.218326931,-0.304087244,-1.300642909,-0.591157028,-0.701984438,-1.164177266,-0.793471462,-0.891366178,0.07578303,-1.053968713,74,-60.044304,35.94633,80.92387049
ChievoVerona - Serie D  Girone B 24-25,Serie D  Girone B,24-25,0.855988994,-1.0211267,-0.730166081,-0.421503358,-0.651770568,-0.037147336,-0.666927213,-0.576399294,-0.830090489,-0.334193386,162,-48.78116,-22.618874,106.4586694
ChievoVerona - Serie D  Girone B 25-26,Serie D  Girone B,25-26,-0.206647363,-0.210891354,-0.472047885,-0.470075677,0.004753502,-0.8074822,-0.3258097,-0.525206812,-0.071672394,-0.475919038,67,-26.859316,28.421694,54.6302804
Chindia Târgovişte - Romanian Liga II 23-24,Romanian Liga II,23-24,1.195631894,-0.497748756,-0.336571568,-0.730813245,-0.194883804,0.011592955,-0.200015565,-1.737924274,-0.855804206,-0.149656354,162,-15.052335,-13.179797,80.94043305
Chindia Târgovişte - Romanian Liga II 24-25,Romanian Liga II,24-25,0.203019093,-1.524130937,-1.18796048,-0.307759788,-0.145486155,-1.126118983,-1.198639265,-1.093865358,-0.554250614,-0.960550257,5,-63.80567,-1.0712296,101.8933788
Chindia Târgovişte - Romanian Liga II 25-26,Romanian Liga II,25-26,-0.459483444,0.176307819,-0.502419421,-0.116810754,0.236463669,-1.269918139,-0.395150367,-1.32870802,0.41927426,-0.590546773,151,-28.3197,47.86754,47.0844682
Chindia Târgovişte - Romanian Superliga 22-23,Romanian Superliga,22-23,0.538483127,-0.446760255,-0.289424092,-0.394818192,0.140772052,0.136850771,-0.610177482,-0.280443723,-1.055556922,-0.419612471,115,-42.63857,-29.280523,108.2886218
Chions - Serie D  Girone C 24-25,Serie D  Girone C,24-25,0.478732176,-0.696329539,-1.023057087,-0.186150566,-0.375750638,-0.994363373,-0.819012985,-0.105371361,-0.14939988,-0.833585481,161,-51.76228,4.857008,88.77847052
Chippa United - South African PSL 24-25,South African PSL,24-25,-0.15653586,-0.72091762,-1.355021037,-0.73368013,-0.548407982,-1.192112283,-1.023560698,0.399909618,-0.130169607,-0.896707983,161,-61.902336,9.883124,93.99091666
Chippa United - South African PSL 25-26,South African PSL,25-26,-0.362712766,-0.221880126,-1.227461693,-0.039754818,-1.382495302,-1.273425996,-1.234039215,-0.308546191,0.103027006,-0.787774288,74,-62.037643,29.92365,84.85152724
Chippenham Town - English National League North South 22-23,English National League North South,22-23,0.478584134,-0.581989563,0.173939572,0.590266206,-0.882936945,0.604202434,-0.278814572,-0.424346813,-0.360032381,0.286904722,90,5.697352,-5.4940233,67.63265454
Chippenham Town - English National League North South 23-24,English National League North South,23-24,0.394482256,0.258984815,-0.308871455,0.434710521,-0.811750397,0.318689461,-1.127915328,-1.41071968,0.423356511,-0.025294429,124,1.493799,20.3255,43.67256589
Chippenham Town - English National League North South 24-25,English National League North South,24-25,-0.578636011,-0.018179319,-0.796223768,0.2981583,-1.495034439,-1.071584782,-0.847371789,-1.15246994,0.538823741,-0.519576252,99,-37.126915,62.181557,53.96867911
Chippenham Town - English National League North South 25-26,English National League North South,25-26,-0.231207168,0.137094651,-0.408097821,0.513798012,-0.568112126,-0.990219497,-0.200453282,-0.499247914,0.324021347,-0.212807718,156,-19.0318,42.87241,40.28354599
Chisola Calcio - Serie D  Girone A 24-25,Serie D  Girone A,24-25,0.133670486,-0.238305151,0.077403753,1.18751296,2.804832694,-0.213706602,1.198534167,1.533499594,-0.037826468,0.307379055,127,83.12731,-36.328423,117.9396106
Chisola Calcio - Serie D  Girone A 25-26,Serie D  Girone A,25-26,-0.516619851,-0.015122383,-0.871206474,0.002856437,-0.091881816,-1.031131952,-0.692303504,-0.37273265,0.198971453,-0.73070882,53,-29.054543,27.26509,57.08163345
Chojniczanka Chojnice - Polish I Liga 22-23,Polish I Liga,22-23,0.197936754,-0.095098469,-0.379942597,-0.640076245,0.634844047,0.598226684,-0.331653731,0.508212193,-0.534299862,-0.354585631,132,-9.00229,-44.861763,109.1781581
Chojniczanka Chojnice - Polish II Liga 23-24,Polish II Liga,23-24,0.576729906,-0.206857373,0.03529209,-0.759045072,0.12030777,0.078109441,0.416183305,1.025795677,0.192278496,-0.021673127,107,3.7141025,-36.33986,98.43358935
Chojniczanka Chojnice - Polish II Liga 24-25,Polish II Liga,24-25,0.785691629,0.096924255,-0.231045272,-0.003993026,1.872346468,-0.079524432,0.477357683,0.812079015,0.112642449,0.22971642,33,34.791702,-59.177444,121.7250597
Chojniczanka Chojnice - Polish II Liga 25-26,Polish II Liga,25-26,0.461646111,0.10091909,-0.139886297,-0.128186896,1.379404065,-0.602449513,0.863042568,0.917162112,0.583077956,0.065012592,95,25.443144,-22.56237,84.21921902
Cholet - French National 1 22-23,French National 1,22-23,0.189690625,-0.072645426,0.088223422,-0.657969635,-0.306770538,1.331433058,-0.795445789,1.042747137,0.308396498,-0.1826405,179,2.1323795,-35.824657,98.1474333
Cholet - French National 1 23-24,French National 1,23-24,0.053434746,0.061322018,0.223267751,-0.145195471,0.506063355,1.438503205,-0.533617466,0.29857628,-0.056900736,0.066302138,132,21.894331,-31.789606,93.14279253
Chonburi - Thai League 1 22-23,Thai League 1,22-23,-0.278575255,0.523398396,1.353596089,-0.351415184,0.184527127,-0.066877623,0.249075103,-0.836806638,-0.182562382,0.427525378,154,20.447735,4.722635,56.60846118
Chonburi - Thai League 1 23-24,Thai League 1,23-24,-0.280375894,0.070990786,0.087945712,-0.817697728,0.00818932,0.027009603,0.619586467,-1.322585866,0.145669593,-0.033895658,89,-4.7966976,42.81344,28.39872562
Chonburi - Thai League 1 25-26,Thai League 1,25-26,-0.45543625,-0.142219341,0.05880145,-1.184023638,-0.300745227,-0.780090035,-0.073695571,-0.283833198,-0.23019895,-0.313591862,67,-39.014732,32.592785,62.75545092
Chonburi - Thai League 2 24-25,Thai League 2,24-25,-0.482189324,0.080288266,-0.013917648,0.014025972,0.993418497,-0.676925533,0.68000988,1.181287778,-0.913055016,-0.013250148,33,38.34775,-63.15284,126.2156183
Chongqing Tongliang Long - China League One 2024,China League One,2024,-0.389490274,-0.077188848,-0.02100064,0.034668768,0.389728846,0.010878971,0.17230273,0.74494871,-0.921457921,-0.06210243,1,2.5526817,-47.13055,109.2831827
Chongqing Tongliang Long - China League One 2025,China League One,2025,-0.29990269,0.311679668,0.563182922,0.305375896,2.327493168,-0.679272332,1.309338299,2.228370254,-0.79500236,0.258749743,127,43.505985,-61.654366,125.731716
Chongqing Tongliang Long - China League Two 2023,China League Two,2023,-0.316768086,1.100614248,1.035465045,0.359197579,1.330458901,0.295915823,1.086867304,1.523651646,-0.052560274,0.701138208,186,65.0742,-29.680725,102.9045182
Chongqing Tongliang Long - Chinese Super League 2026,Chinese Super League,2026,-0.428617979,0.702117402,-1.281169434,-0.686104481,-2.360524813,-1.69024473,-1.68727855,-1.036016872,-0.369870797,-1.085998711,166,-65.3618,47.35575,83.35526113
Chorley - English National League North South 22-23,English National League North South,22-23,0.548271905,-1.783638506,0.209652137,0.115616708,0.57776082,0.835434661,0.476439954,0.86336431,-1.765484766,0.295343538,133,-27.492798,-71.79476,140.2017718
Chorley - English National League North South 23-24,English National League North South,23-24,0.083370899,-1.649088826,-0.089676829,0.217993596,-0.039488084,0.643775455,0.242131122,-0.113994777,-1.167212285,0.22039231,62,-22.861755,-70.11749,137.2007944
Chorley - English National League North South 24-25,English National League North South,24-25,0.295040118,-2.205159757,-0.537442803,-0.40788975,-0.255048299,-0.68746798,-0.012974339,1.629097162,-2.407810125,-0.268818466,79,-45.710995,-63.79475,139.7832171
Chorley - English National League North South 25-26,English National League North South,25-26,0.262066414,-2.058411964,-0.350735642,-0.000666906,0.740932161,-0.959835987,0.370865788,1.141897345,-1.728193212,-0.1327298,82,-37.625645,-61.4028,134.1678927
Chornomorets - Ukrainian Persha Liga 25-26,Ukrainian Persha Liga,25-26,0.341265168,0.423625114,-0.127683545,0.036534422,0.682691447,-0.622477664,0.490824105,0.903070795,0.016503879,0.18922409,95,0.59502643,-23.4919,86.24982357
Chornomorets - Ukrainian Premier League 22-23,Ukrainian Premier League,22-23,-0.136360256,1.05660355,-0.107433381,-0.100962621,-0.780262067,1.024707399,-0.50863874,-0.165271279,0.545753298,-0.16448681,120,9.957926,11.423185,50.26480337
Chornomorets - Ukrainian Premier League 23-24,Ukrainian Premier League,23-24,-0.563849544,1.619230144,0.063527605,-0.410879826,-1.116447633,1.731975386,-0.408427522,-1.074681047,1.078902492,0.096327208,65,4.5449452,9.170942,53.47563104
Chornomorets - Ukrainian Premier League 24-25,Ukrainian Premier League,24-25,-0.325128887,0.003105863,-0.828011315,-0.798648893,-0.109984428,-1.130421259,-0.943798524,-1.01331538,-0.219546419,-0.711901158,74,-42.493526,41.268578,62.59020329
Chornomorets U19 - Ukrainian U19 League 24-25,Ukrainian U19 League,24-25,-0.591062792,-1.367382673,-0.826930922,-0.350167605,-1.698423272,-0.958066816,-1.069256273,-1.067390194,0.424281649,-1.007920084,17,-89.183655,19.76612,113.8315139
Christchurch United - New Zealand National League 2023,New Zealand National League,2023,-0.588406382,0.74471033,1.198260897,1.819372759,0.7045132,0.399785197,1.36774208,0.23850885,0.708285246,0.89032077,39,70.16808,21.219345,66.66571057
Chrobry Głogów - Polish I Liga 22-23,Polish I Liga,22-23,0.151790213,-0.299101563,-0.237498475,-0.674602462,-0.348901126,-0.060338998,-0.254197941,-0.183396793,-0.606616796,-0.201768558,115,-38.312786,-21.818718,99.67830651
Chrobry Głogów - Polish I Liga 23-24,Polish I Liga,23-24,0.114801797,-0.168921943,-0.806881597,-1.581605572,0.403897198,-0.224539608,-0.647928872,0.084840002,-0.376726131,-0.666867647,115,-57.136787,6.404025,92.06439651
Chrobry Głogów - Polish I Liga 24-25,Polish I Liga,24-25,-0.669483109,-0.156396485,-0.573869453,-1.107336993,-0.05202669,-0.798487278,-0.520517717,0.112946828,0.045149965,-0.835761585,67,-54.583015,11.97133,86.74825641
Chrobry Głogów - Polish I Liga 25-26,Polish I Liga,25-26,0.01980344,0.316387091,-0.273808667,-0.374326729,0.133137896,-0.949301972,0.259261816,-0.243208893,0.504071692,-0.13664242,20,-7.8606076,35.57143,35.60059451
Chrudim - Czech FNL 22-23,Czech FNL,22-23,0.603311018,-1.04545869,-0.137246979,-0.449194908,0.839032697,0.251106309,-0.126080562,0.423147391,-0.496528775,-0.02794036,56,5.8424234,-57.24046,118.9648173
Chrudim - Czech FNL 23-24,Czech FNL,23-24,-0.139129899,-0.588042218,0.028070973,-0.616058834,0.908541957,-0.435825239,-0.021120852,0.188634166,0.453095055,-0.202898834,195,-5.6346526,-19.498138,83.78248302
Chrudim - Czech FNL 24-25,Czech FNL,24-25,-0.044321459,0.137058748,-0.106912688,0.080711494,0.072762668,-0.982950794,0.129213171,-0.509085947,0.050516136,0.050870826,141,-15.366679,33.61539,42.40987151
Chrudim - Czech FNL 25-26,Czech FNL,25-26,-0.495489769,-0.05116282,-0.46516274,-0.058188543,0.334697404,-0.915911246,0.124902566,0.197960739,-0.077764218,-0.28536994,27,-12.282692,35.6086,38.7743164
Chuncheon - K3 League 2023,K3 League,2023,0.187238765,-0.023738479,-0.60987784,-0.821644642,-2.097436131,-0.571405511,-0.966340824,-0.223064788,-0.087852751,-0.705184675,171,-77.51011,25.536724,100.8643894
Chuncheon - K3 League 2024,K3 League,2024,-0.104215365,0.322823154,-0.678331107,-0.305818257,-0.939414877,-0.515514727,-1.096080638,-0.509736618,-0.148656123,-0.626641519,60,-45.784843,57.75636,62.71343822
Chuncheon - K3 League 2025,K3 League,2025,-0.038560905,-0.686523936,-1.101512904,-0.240135448,-1.061137707,-1.713911121,-0.414486543,-0.534851073,-0.676096209,-0.83660737,38,-48.985943,22.57147,76.32506632
Chuncheon - K3 League 2026,K3 League,2026,0.071299084,-0.18394416,-0.400114925,0.006992069,0.550237022,-1.275831244,0.099574653,0.417892436,-0.30871796,-0.383376758,112,-15.525806,-33.772358,100.3484312
Chuncheon - K4 League 2022,K4 League,2022,0.463594398,0.575068807,0.94354396,0.943211284,0.265010218,0.5611966,0.396269288,-0.071985435,-0.170875143,0.549312083,196,44.812702,-5.917444,72.7303206
Chungbuk Cheongju - K League 2 2023,K League 2,2023,0.337015576,-0.026836918,0.045112634,-0.927172427,-0.793668893,0.014959971,-0.606583864,-0.550390443,-1.466205796,-0.382797647,168,-22.204668,-11.680464,82.69087867
Chungbuk Cheongju - K League 2 2024,K League 2,2024,0.023072081,0.706358273,-0.673270705,-0.581035595,-0.859549903,-0.492712222,-0.782806154,-1.309831292,-1.314093467,-0.512884873,168,-48.54179,27.430855,73.5886272
Chungbuk Cheongju - K League 2 2025,K League 2,2025,-0.634504147,0.364348714,-1.017220009,-0.515760937,-1.008795406,-1.052841939,-1.190841298,-0.945983367,-0.457791639,-0.91442189,74,-59.591015,45.360374,78.05149308
Chungbuk Cheongju - K League 2 2026,K League 2,2026,-0.933258354,0.556860912,-0.550663309,0.205018891,0.204295095,-0.750348058,-0.185142903,-0.562781545,0.142075815,-0.503896564,19,-6.435157,50.50693,25.61420911
Chungbuk Cheongju - K3 League 2022,K3 League,2022,0.378816412,0.312286046,-0.326775117,-0.396860833,-0.372398748,-0.429421659,-0.997293089,-0.775411579,-1.07722841,-0.714376579,168,-39.772987,22.025827,68.84829426
Chungju Citizen - K4 League 2022,K4 League,2022,0.287635352,-0.079259702,-0.035850011,-0.607843792,-0.980779228,0.378739591,-0.456333331,-1.074673073,-1.435103788,-0.245382467,168,-22.513805,-12.153314,83.25367503
